rowid,SPCD,COUNTYCD,COUNT,FIA Code,Common Name,Genus,Species
521,317.0,165,43,317,silver maple,Acer,saccharinum
522,317.0,169,67,317,silver maple,Acer,saccharinum
523,317.0,171,219,317,silver maple,Acer,saccharinum
524,317.0,173,2,317,silver maple,Acer,saccharinum
525,318.0,1,5314,318,sugar maple,Acer,saccharum
526,318.0,3,4,318,sugar maple,Acer,saccharum
527,318.0,5,2599,318,sugar maple,Acer,saccharum
528,318.0,7,2226,318,sugar maple,Acer,saccharum
529,318.0,9,35,318,sugar maple,Acer,saccharum
530,318.0,13,135,318,sugar maple,Acer,saccharum
531,318.0,15,115,318,sugar maple,Acer,saccharum
532,318.0,17,1630,318,sugar maple,Acer,saccharum
533,318.0,19,86,318,sugar maple,Acer,saccharum
534,318.0,21,2507,318,sugar maple,Acer,saccharum
535,318.0,25,186,318,sugar maple,Acer,saccharum
536,318.0,27,137,318,sugar maple,Acer,saccharum
537,318.0,29,1804,318,sugar maple,Acer,saccharum
538,318.0,31,3462,318,sugar maple,Acer,saccharum
539,318.0,35,1258,318,sugar maple,Acer,saccharum
540,318.0,37,48,318,sugar maple,Acer,saccharum
541,318.0,39,74,318,sugar maple,Acer,saccharum
542,318.0,41,353,318,sugar maple,Acer,saccharum
543,318.0,45,435,318,sugar maple,Acer,saccharum
544,318.0,47,22,318,sugar maple,Acer,saccharum
545,318.0,49,49,318,sugar maple,Acer,saccharum
546,318.0,53,251,318,sugar maple,Acer,saccharum
547,318.0,55,173,318,sugar maple,Acer,saccharum
548,318.0,57,606,318,sugar maple,Acer,saccharum
549,318.0,59,43,318,sugar maple,Acer,saccharum
550,318.0,61,4848,318,sugar maple,Acer,saccharum
551,318.0,65,559,318,sugar maple,Acer,saccharum
552,318.0,67,1,318,sugar maple,Acer,saccharum
553,318.0,71,485,318,sugar maple,Acer,saccharum
554,318.0,75,5548,318,sugar maple,Acer,saccharum
555,318.0,79,155,318,sugar maple,Acer,saccharum
556,318.0,85,37,318,sugar maple,Acer,saccharum
557,318.0,87,758,318,sugar maple,Acer,saccharum
558,318.0,95,799,318,sugar maple,Acer,saccharum
559,318.0,97,255,318,sugar maple,Acer,saccharum
560,318.0,103,83,318,sugar maple,Acer,saccharum
561,318.0,107,4,318,sugar maple,Acer,saccharum
562,318.0,109,90,318,sugar maple,Acer,saccharum
563,318.0,111,990,318,sugar maple,Acer,saccharum
564,318.0,115,2259,318,sugar maple,Acer,saccharum
565,318.0,119,266,318,sugar maple,Acer,saccharum
566,318.0,121,30,318,sugar maple,Acer,saccharum
567,318.0,131,423,318,sugar maple,Acer,saccharum
568,318.0,135,2,318,sugar maple,Acer,saccharum
569,318.0,137,3862,318,sugar maple,Acer,saccharum
570,318.0,139,94,318,sugar maple,Acer,saccharum
571,318.0,143,85,318,sugar maple,Acer,saccharum
572,318.0,145,202,318,sugar maple,Acer,saccharum
573,318.0,153,261,318,sugar maple,Acer,saccharum
574,318.0,157,40,318,sugar maple,Acer,saccharum
575,318.0,159,17,318,sugar maple,Acer,saccharum
576,318.0,161,97,318,sugar maple,Acer,saccharum
577,318.0,163,1,318,sugar maple,Acer,saccharum
578,318.0,169,474,318,sugar maple,Acer,saccharum
579,318.0,171,137,318,sugar maple,Acer,saccharum
580,319.0,1,81,319,mountain maple,Acer,spicatum
581,319.0,5,29,319,mountain maple,Acer,spicatum
582,319.0,7,339,319,mountain maple,Acer,spicatum
583,319.0,17,117,319,mountain maple,Acer,spicatum
584,319.0,21,476,319,mountain maple,Acer,spicatum
585,319.0,29,40,319,mountain maple,Acer,spicatum
586,319.0,31,3046,319,mountain maple,Acer,spicatum
587,319.0,35,59,319,mountain maple,Acer,spicatum
588,319.0,37,1,319,mountain maple,Acer,spicatum
589,319.0,57,147,319,mountain maple,Acer,spicatum
590,319.0,61,823,319,mountain maple,Acer,spicatum
591,319.0,65,1,319,mountain maple,Acer,spicatum
592,319.0,71,298,319,mountain maple,Acer,spicatum
593,319.0,75,2439,319,mountain maple,Acer,spicatum
594,319.0,77,85,319,mountain maple,Acer,spicatum
595,319.0,87,22,319,mountain maple,Acer,spicatum
596,319.0,115,15,319,mountain maple,Acer,spicatum
597,319.0,135,15,319,mountain maple,Acer,spicatum
598,319.0,137,1907,319,mountain maple,Acer,spicatum
599,319.0,147,1,319,mountain maple,Acer,spicatum
600,320.0,25,2,320,Norway maple,Acer,platanoides
601,320.0,137,9,320,Norway maple,Acer,platanoides
602,341.0,17,1,341,ailanthus,Ailanthus,altissima
603,341.0,31,1,341,ailanthus,Ailanthus,altissima
604,356.0,1,79,356,serviceberry spp.,Amelanchier,spp.
605,356.0,3,35,356,serviceberry spp.,Amelanchier,spp.
606,356.0,5,28,356,serviceberry spp.,Amelanchier,spp.
607,356.0,7,74,356,serviceberry spp.,Amelanchier,spp.
608,356.0,9,3,356,serviceberry spp.,Amelanchier,spp.
609,356.0,17,5,356,serviceberry spp.,Amelanchier,spp.
610,356.0,21,25,356,serviceberry spp.,Amelanchier,spp.
611,356.0,25,6,356,serviceberry spp.,Amelanchier,spp.
612,356.0,29,11,356,serviceberry spp.,Amelanchier,spp.
613,356.0,31,111,356,serviceberry spp.,Amelanchier,spp.
614,356.0,35,57,356,serviceberry spp.,Amelanchier,spp.
615,356.0,41,3,356,serviceberry spp.,Amelanchier,spp.
616,356.0,57,12,356,serviceberry spp.,Amelanchier,spp.
617,356.0,59,12,356,serviceberry spp.,Amelanchier,spp.
618,356.0,61,80,356,serviceberry spp.,Amelanchier,spp.
619,356.0,65,9,356,serviceberry spp.,Amelanchier,spp.
620,356.0,69,4,356,serviceberry spp.,Amelanchier,spp.
621,356.0,71,85,356,serviceberry spp.,Amelanchier,spp.
622,356.0,75,160,356,serviceberry spp.,Amelanchier,spp.
623,356.0,77,39,356,serviceberry spp.,Amelanchier,spp.
624,356.0,87,15,356,serviceberry spp.,Amelanchier,spp.
625,356.0,89,2,356,serviceberry spp.,Amelanchier,spp.
626,356.0,95,2,356,serviceberry spp.,Amelanchier,spp.
627,356.0,97,12,356,serviceberry spp.,Amelanchier,spp.
628,356.0,111,9,356,serviceberry spp.,Amelanchier,spp.
629,356.0,113,9,356,serviceberry spp.,Amelanchier,spp.
630,356.0,115,98,356,serviceberry spp.,Amelanchier,spp.
631,356.0,119,2,356,serviceberry spp.,Amelanchier,spp.
632,356.0,121,2,356,serviceberry spp.,Amelanchier,spp.
633,356.0,135,57,356,serviceberry spp.,Amelanchier,spp.
634,356.0,137,148,356,serviceberry spp.,Amelanchier,spp.
635,356.0,141,3,356,serviceberry spp.,Amelanchier,spp.
636,356.0,145,5,356,serviceberry spp.,Amelanchier,spp.
637,356.0,153,8,356,serviceberry spp.,Amelanchier,spp.
638,356.0,157,6,356,serviceberry spp.,Amelanchier,spp.
639,356.0,159,6,356,serviceberry spp.,Amelanchier,spp.
640,356.0,161,1,356,serviceberry spp.,Amelanchier,spp.
641,357.0,3,2,357,common serviceberry,Amelanchier,arborea
642,357.0,7,2,357,common serviceberry,Amelanchier,arborea
643,357.0,31,2,357,common serviceberry,Amelanchier,arborea
644,357.0,57,2,357,common serviceberry,Amelanchier,arborea
645,357.0,137,1,357,common serviceberry,Amelanchier,arborea
646,371.0,1,387,371,yellow birch,Betula,alleghaniensis
647,371.0,3,12,371,yellow birch,Betula,alleghaniensis
648,371.0,5,18,371,yellow birch,Betula,alleghaniensis
649,371.0,7,9,371,yellow birch,Betula,alleghaniensis
650,371.0,17,90,371,yellow birch,Betula,alleghaniensis
651,371.0,21,89,371,yellow birch,Betula,alleghaniensis
652,371.0,25,18,371,yellow birch,Betula,alleghaniensis
653,371.0,29,3,371,yellow birch,Betula,alleghaniensis
654,371.0,31,359,371,yellow birch,Betula,alleghaniensis
655,371.0,35,113,371,yellow birch,Betula,alleghaniensis
656,371.0,55,2,371,yellow birch,Betula,alleghaniensis
657,371.0,57,3,371,yellow birch,Betula,alleghaniensis
658,371.0,61,472,371,yellow birch,Betula,alleghaniensis
659,371.0,65,52,371,yellow birch,Betula,alleghaniensis
660,371.0,71,30,371,yellow birch,Betula,alleghaniensis
661,371.0,75,832,371,yellow birch,Betula,alleghaniensis
662,371.0,77,2,371,yellow birch,Betula,alleghaniensis
663,371.0,95,98,371,yellow birch,Betula,alleghaniensis
664,371.0,115,37,371,yellow birch,Betula,alleghaniensis
665,371.0,137,559,371,yellow birch,Betula,alleghaniensis
666,371.0,143,21,371,yellow birch,Betula,alleghaniensis
667,371.0,145,85,371,yellow birch,Betula,alleghaniensis
668,371.0,153,89,371,yellow birch,Betula,alleghaniensis
669,372.0,25,5,372,sweet birch,Betula,lenta
670,373.0,25,2,373,river birch,Betula,nigra
671,373.0,61,2,373,river birch,Betula,nigra
672,373.0,157,5,373,river birch,Betula,nigra
673,373.0,163,4,373,river birch,Betula,nigra
674,373.0,169,2,373,river birch,Betula,nigra
675,375.0,1,4712,375,paper birch,Betula,papyrifera
676,375.0,3,196,375,paper birch,Betula,papyrifera
677,375.0,5,2338,375,paper birch,Betula,papyrifera
678,375.0,7,4362,375,paper birch,Betula,papyrifera
679,375.0,9,44,375,paper birch,Betula,papyrifera
680,375.0,13,14,375,paper birch,Betula,papyrifera
681,375.0,17,2728,375,paper birch,Betula,papyrifera
682,375.0,21,7556,375,paper birch,Betula,papyrifera
683,375.0,25,243,375,paper birch,Betula,papyrifera
684,375.0,27,1,375,paper birch,Betula,papyrifera
685,375.0,29,2118,375,paper birch,Betula,papyrifera
686,375.0,31,13014,375,paper birch,Betula,papyrifera
687,375.0,35,3172,375,paper birch,Betula,papyrifera
688,375.0,37,74,375,paper birch,Betula,papyrifera
689,375.0,41,42,375,paper birch,Betula,papyrifera
690,375.0,45,138,375,paper birch,Betula,papyrifera
691,375.0,49,183,375,paper birch,Betula,papyrifera
692,375.0,51,1,375,paper birch,Betula,papyrifera
693,375.0,53,21,375,paper birch,Betula,papyrifera
694,375.0,55,438,375,paper birch,Betula,papyrifera
695,375.0,57,2935,375,paper birch,Betula,papyrifera
696,375.0,59,214,375,paper birch,Betula,papyrifera
697,375.0,61,11839,375,paper birch,Betula,papyrifera
698,375.0,65,692,375,paper birch,Betula,papyrifera
699,375.0,71,7657,375,paper birch,Betula,papyrifera
700,375.0,75,14356,375,paper birch,Betula,papyrifera
701,375.0,77,2002,375,paper birch,Betula,papyrifera
702,375.0,87,312,375,paper birch,Betula,papyrifera
703,375.0,89,20,375,paper birch,Betula,papyrifera
704,375.0,95,658,375,paper birch,Betula,papyrifera
705,375.0,97,1060,375,paper birch,Betula,papyrifera
706,375.0,103,9,375,paper birch,Betula,papyrifera
707,375.0,107,7,375,paper birch,Betula,papyrifera
708,375.0,109,10,375,paper birch,Betula,papyrifera
709,375.0,111,545,375,paper birch,Betula,papyrifera
710,375.0,113,10,375,paper birch,Betula,papyrifera
711,375.0,115,4015,375,paper birch,Betula,papyrifera
712,375.0,119,65,375,paper birch,Betula,papyrifera
713,375.0,121,8,375,paper birch,Betula,papyrifera
714,375.0,135,723,375,paper birch,Betula,papyrifera
715,375.0,137,26997,375,paper birch,Betula,papyrifera
716,375.0,139,39,375,paper birch,Betula,papyrifera
717,375.0,141,68,375,paper birch,Betula,papyrifera
718,375.0,143,25,375,paper birch,Betula,papyrifera
719,375.0,145,220,375,paper birch,Betula,papyrifera
720,375.0,153,325,375,paper birch,Betula,papyrifera
721,375.0,157,309,375,paper birch,Betula,papyrifera
722,375.0,159,268,375,paper birch,Betula,papyrifera
723,375.0,163,167,375,paper birch,Betula,papyrifera
724,375.0,169,619,375,paper birch,Betula,papyrifera
725,375.0,171,12,375,paper birch,Betula,papyrifera
726,391.0,1,119,391,"American hornbeam, musclewood",Carpinus,caroliniana
727,391.0,5,222,391,"American hornbeam, musclewood",Carpinus,caroliniana
728,391.0,7,50,391,"American hornbeam, musclewood",Carpinus,caroliniana
729,391.0,17,14,391,"American hornbeam, musclewood",Carpinus,caroliniana
730,391.0,21,67,391,"American hornbeam, musclewood",Carpinus,caroliniana
731,391.0,25,2,391,"American hornbeam, musclewood",Carpinus,caroliniana
732,391.0,29,21,391,"American hornbeam, musclewood",Carpinus,caroliniana
733,391.0,35,31,391,"American hornbeam, musclewood",Carpinus,caroliniana
734,391.0,37,12,391,"American hornbeam, musclewood",Carpinus,caroliniana
735,391.0,45,3,391,"American hornbeam, musclewood",Carpinus,caroliniana
736,391.0,49,1,391,"American hornbeam, musclewood",Carpinus,caroliniana
737,391.0,55,3,391,"American hornbeam, musclewood",Carpinus,caroliniana
738,391.0,57,1,391,"American hornbeam, musclewood",Carpinus,caroliniana
739,391.0,61,9,391,"American hornbeam, musclewood",Carpinus,caroliniana
740,391.0,65,71,391,"American hornbeam, musclewood",Carpinus,caroliniana
741,391.0,71,2,391,"American hornbeam, musclewood",Carpinus,caroliniana
742,391.0,87,10,391,"American hornbeam, musclewood",Carpinus,caroliniana
743,391.0,91,1,391,"American hornbeam, musclewood",Carpinus,caroliniana
744,391.0,95,76,391,"American hornbeam, musclewood",Carpinus,caroliniana
745,391.0,97,29,391,"American hornbeam, musclewood",Carpinus,caroliniana
746,391.0,103,8,391,"American hornbeam, musclewood",Carpinus,caroliniana
747,391.0,111,8,391,"American hornbeam, musclewood",Carpinus,caroliniana
748,391.0,115,131,391,"American hornbeam, musclewood",Carpinus,caroliniana
749,391.0,119,12,391,"American hornbeam, musclewood",Carpinus,caroliniana
750,391.0,137,11,391,"American hornbeam, musclewood",Carpinus,caroliniana
751,391.0,145,12,391,"American hornbeam, musclewood",Carpinus,caroliniana
752,391.0,153,15,391,"American hornbeam, musclewood",Carpinus,caroliniana
753,391.0,159,47,391,"American hornbeam, musclewood",Carpinus,caroliniana
754,391.0,169,1,391,"American hornbeam, musclewood",Carpinus,caroliniana
755,402.0,1,29,402,bitternut hickory,Carya,cordiformis
756,402.0,13,16,402,bitternut hickory,Carya,cordiformis
757,402.0,19,5,402,bitternut hickory,Carya,cordiformis
758,402.0,25,36,402,bitternut hickory,Carya,cordiformis
759,402.0,35,10,402,bitternut hickory,Carya,cordiformis
760,402.0,37,20,402,bitternut hickory,Carya,cordiformis
761,402.0,39,10,402,bitternut hickory,Carya,cordiformis
762,402.0,43,8,402,bitternut hickory,Carya,cordiformis
763,402.0,45,128,402,bitternut hickory,Carya,cordiformis
764,402.0,49,140,402,bitternut hickory,Carya,cordiformis
765,402.0,53,24,402,bitternut hickory,Carya,cordiformis
766,402.0,55,114,402,bitternut hickory,Carya,cordiformis
767,402.0,59,22,402,bitternut hickory,Carya,cordiformis
768,402.0,63,4,402,bitternut hickory,Carya,cordiformis
769,402.0,65,19,402,bitternut hickory,Carya,cordiformis
770,402.0,79,11,402,bitternut hickory,Carya,cordiformis
771,402.0,85,5,402,bitternut hickory,Carya,cordiformis
772,402.0,93,5,402,bitternut hickory,Carya,cordiformis
773,402.0,95,20,402,bitternut hickory,Carya,cordiformis
774,402.0,99,9,402,bitternut hickory,Carya,cordiformis
775,402.0,103,23,402,bitternut hickory,Carya,cordiformis
776,402.0,109,158,402,bitternut hickory,Carya,cordiformis
777,402.0,115,75,402,bitternut hickory,Carya,cordiformis
778,402.0,131,27,402,bitternut hickory,Carya,cordiformis
779,402.0,139,34,402,bitternut hickory,Carya,cordiformis
780,402.0,143,34,402,bitternut hickory,Carya,cordiformis
781,402.0,147,5,402,bitternut hickory,Carya,cordiformis
782,402.0,157,60,402,bitternut hickory,Carya,cordiformis
783,402.0,161,3,402,bitternut hickory,Carya,cordiformis
784,402.0,163,24,402,bitternut hickory,Carya,cordiformis
785,402.0,169,142,402,bitternut hickory,Carya,cordiformis
786,402.0,171,6,402,bitternut hickory,Carya,cordiformis
787,407.0,43,1,407,shagbark hickory,Carya,ovata
788,407.0,45,75,407,shagbark hickory,Carya,ovata
789,407.0,49,1,407,shagbark hickory,Carya,ovata
790,407.0,55,966,407,shagbark hickory,Carya,ovata
791,407.0,99,2,407,shagbark hickory,Carya,ovata
792,407.0,103,6,407,shagbark hickory,Carya,ovata
793,407.0,109,7,407,shagbark hickory,Carya,ovata
794,407.0,131,3,407,shagbark hickory,Carya,ovata
795,407.0,139,2,407,shagbark hickory,Carya,ovata
796,407.0,157,5,407,shagbark hickory,Carya,ovata
797,407.0,169,474,407,shagbark hickory,Carya,ovata
798,462.0,1,2,462,hackberry,Celtis,occidentalis
799,462.0,3,4,462,hackberry,Celtis,occidentalis
800,462.0,7,3,462,hackberry,Celtis,occidentalis
801,462.0,11,8,462,hackberry,Celtis,occidentalis
802,462.0,13,128,462,hackberry,Celtis,occidentalis
803,462.0,15,10,462,hackberry,Celtis,occidentalis
804,462.0,19,20,462,hackberry,Celtis,occidentalis
805,462.0,23,3,462,hackberry,Celtis,occidentalis
806,462.0,25,2,462,hackberry,Celtis,occidentalis
807,462.0,27,5,462,hackberry,Celtis,occidentalis
808,462.0,33,4,462,hackberry,Celtis,occidentalis
809,462.0,37,32,462,hackberry,Celtis,occidentalis
810,462.0,39,10,462,hackberry,Celtis,occidentalis
811,462.0,41,1,462,hackberry,Celtis,occidentalis
812,462.0,43,59,462,hackberry,Celtis,occidentalis
813,462.0,45,106,462,hackberry,Celtis,occidentalis
814,462.0,47,8,462,hackberry,Celtis,occidentalis
815,462.0,49,162,462,hackberry,Celtis,occidentalis
816,462.0,53,17,462,hackberry,Celtis,occidentalis
817,462.0,55,342,462,hackberry,Celtis,occidentalis
818,462.0,59,17,462,hackberry,Celtis,occidentalis
819,462.0,63,10,462,hackberry,Celtis,occidentalis
820,462.0,67,78,462,hackberry,Celtis,occidentalis
821,462.0,73,77,462,hackberry,Celtis,occidentalis
822,462.0,79,29,462,hackberry,Celtis,occidentalis
823,462.0,85,49,462,hackberry,Celtis,occidentalis
824,462.0,91,19,462,hackberry,Celtis,occidentalis
825,462.0,93,44,462,hackberry,Celtis,occidentalis
826,462.0,95,1,462,hackberry,Celtis,occidentalis
827,462.0,97,3,462,hackberry,Celtis,occidentalis
828,462.0,101,40,462,hackberry,Celtis,occidentalis
829,462.0,103,56,462,hackberry,Celtis,occidentalis
830,462.0,107,1,462,hackberry,Celtis,occidentalis
831,462.0,109,59,462,hackberry,Celtis,occidentalis
832,462.0,111,12,462,hackberry,Celtis,occidentalis
833,462.0,119,11,462,hackberry,Celtis,occidentalis
834,462.0,127,5,462,hackberry,Celtis,occidentalis
835,462.0,129,19,462,hackberry,Celtis,occidentalis
836,462.0,131,47,462,hackberry,Celtis,occidentalis
837,462.0,139,7,462,hackberry,Celtis,occidentalis
838,462.0,141,5,462,hackberry,Celtis,occidentalis
839,462.0,143,6,462,hackberry,Celtis,occidentalis
840,462.0,145,37,462,hackberry,Celtis,occidentalis
841,462.0,147,3,462,hackberry,Celtis,occidentalis
842,462.0,149,13,462,hackberry,Celtis,occidentalis
843,462.0,151,119,462,hackberry,Celtis,occidentalis
844,462.0,157,186,462,hackberry,Celtis,occidentalis
845,462.0,161,7,462,hackberry,Celtis,occidentalis
846,462.0,163,10,462,hackberry,Celtis,occidentalis
847,462.0,165,1,462,hackberry,Celtis,occidentalis
848,462.0,169,204,462,hackberry,Celtis,occidentalis
849,462.0,171,40,462,hackberry,Celtis,occidentalis
850,462.0,173,38,462,hackberry,Celtis,occidentalis
851,491.0,13,2,491,flowering dogwood,Cornus,florida
852,491.0,37,2,491,flowering dogwood,Cornus,florida
853,500.0,1,11,500,hawthorn spp.,Crataegus,spp.
854,500.0,5,15,500,hawthorn spp.,Crataegus,spp.
855,500.0,7,3,500,hawthorn spp.,Crataegus,spp.
856,500.0,9,16,500,hawthorn spp.,Crataegus,spp.
857,500.0,17,4,500,hawthorn spp.,Crataegus,spp.
858,500.0,21,5,500,hawthorn spp.,Crataegus,spp.
859,500.0,27,5,500,hawthorn spp.,Crataegus,spp.
860,500.0,29,21,500,hawthorn spp.,Crataegus,spp.
861,500.0,35,18,500,hawthorn spp.,Crataegus,spp.
862,500.0,39,1,500,hawthorn spp.,Crataegus,spp.
863,500.0,41,1,500,hawthorn spp.,Crataegus,spp.
864,500.0,43,9,500,hawthorn spp.,Crataegus,spp.
865,500.0,45,14,500,hawthorn spp.,Crataegus,spp.
866,500.0,49,16,500,hawthorn spp.,Crataegus,spp.
867,500.0,51,6,500,hawthorn spp.,Crataegus,spp.
868,500.0,53,33,500,hawthorn spp.,Crataegus,spp.
869,500.0,55,22,500,hawthorn spp.,Crataegus,spp.
870,500.0,57,12,500,hawthorn spp.,Crataegus,spp.
871,500.0,59,20,500,hawthorn spp.,Crataegus,spp.
872,500.0,61,15,500,hawthorn spp.,Crataegus,spp.
873,500.0,63,15,500,hawthorn spp.,Crataegus,spp.
874,500.0,65,13,500,hawthorn spp.,Crataegus,spp.
875,500.0,71,6,500,hawthorn spp.,Crataegus,spp.
876,500.0,85,6,500,hawthorn spp.,Crataegus,spp.
877,500.0,87,4,500,hawthorn spp.,Crataegus,spp.
878,500.0,89,4,500,hawthorn spp.,Crataegus,spp.
879,500.0,91,48,500,hawthorn spp.,Crataegus,spp.
880,500.0,95,18,500,hawthorn spp.,Crataegus,spp.
881,500.0,97,4,500,hawthorn spp.,Crataegus,spp.
882,500.0,99,6,500,hawthorn spp.,Crataegus,spp.
883,500.0,107,16,500,hawthorn spp.,Crataegus,spp.
884,500.0,109,108,500,hawthorn spp.,Crataegus,spp.
885,500.0,111,42,500,hawthorn spp.,Crataegus,spp.
886,500.0,115,15,500,hawthorn spp.,Crataegus,spp.
887,500.0,119,12,500,hawthorn spp.,Crataegus,spp.
888,500.0,125,4,500,hawthorn spp.,Crataegus,spp.
889,500.0,131,2,500,hawthorn spp.,Crataegus,spp.
890,500.0,135,11,500,hawthorn spp.,Crataegus,spp.
891,500.0,137,12,500,hawthorn spp.,Crataegus,spp.
892,500.0,141,1,500,hawthorn spp.,Crataegus,spp.
893,500.0,145,5,500,hawthorn spp.,Crataegus,spp.
894,500.0,147,2,500,hawthorn spp.,Crataegus,spp.
895,500.0,153,31,500,hawthorn spp.,Crataegus,spp.
896,500.0,157,2,500,hawthorn spp.,Crataegus,spp.
897,500.0,159,26,500,hawthorn spp.,Crataegus,spp.
898,500.0,161,2,500,hawthorn spp.,Crataegus,spp.
899,500.0,165,68,500,hawthorn spp.,Crataegus,spp.
900,500.0,169,25,500,hawthorn spp.,Crataegus,spp.
901,501.0,137,1,501,cockspur hawthorn,Crataegus,crus-galli
902,531.0,139,1,531,American beech,Fagus,grandifolia
903,541.0,1,14,541,white ash,Fraxinus,americana
904,541.0,3,4,541,white ash,Fraxinus,americana
905,541.0,9,10,541,white ash,Fraxinus,americana
906,541.0,13,6,541,white ash,Fraxinus,americana
907,541.0,21,21,541,white ash,Fraxinus,americana
908,541.0,29,2,541,white ash,Fraxinus,americana
909,541.0,31,1,541,white ash,Fraxinus,americana
910,541.0,35,5,541,white ash,Fraxinus,americana
911,541.0,37,2,541,white ash,Fraxinus,americana
912,541.0,39,7,541,white ash,Fraxinus,americana
913,541.0,45,64,541,white ash,Fraxinus,americana
914,541.0,49,15,541,white ash,Fraxinus,americana
915,541.0,51,1,541,white ash,Fraxinus,americana
916,541.0,53,4,541,white ash,Fraxinus,americana
917,541.0,55,48,541,white ash,Fraxinus,americana
918,541.0,59,2,541,white ash,Fraxinus,americana
919,541.0,61,3,541,white ash,Fraxinus,americana
920,541.0,65,13,541,white ash,Fraxinus,americana
921,541.0,71,5,541,white ash,Fraxinus,americana
922,541.0,81,12,541,white ash,Fraxinus,americana
923,541.0,91,14,541,white ash,Fraxinus,americana
924,541.0,95,4,541,white ash,Fraxinus,americana
925,541.0,97,7,541,white ash,Fraxinus,americana
926,541.0,99,2,541,white ash,Fraxinus,americana
927,541.0,103,4,541,white ash,Fraxinus,americana
928,541.0,109,40,541,white ash,Fraxinus,americana
929,541.0,111,1,541,white ash,Fraxinus,americana
930,541.0,115,30,541,white ash,Fraxinus,americana
931,541.0,131,3,541,white ash,Fraxinus,americana
932,541.0,137,1,541,white ash,Fraxinus,americana
933,541.0,143,1,541,white ash,Fraxinus,americana
934,541.0,145,4,541,white ash,Fraxinus,americana
935,541.0,157,21,541,white ash,Fraxinus,americana
936,541.0,159,5,541,white ash,Fraxinus,americana
937,541.0,161,5,541,white ash,Fraxinus,americana
938,541.0,163,12,541,white ash,Fraxinus,americana
939,541.0,169,4,541,white ash,Fraxinus,americana
940,541.0,171,1,541,white ash,Fraxinus,americana
941,543.0,1,8105,543,black ash,Fraxinus,nigra
942,543.0,3,67,543,black ash,Fraxinus,nigra
943,543.0,5,1255,543,black ash,Fraxinus,nigra
944,543.0,7,7134,543,black ash,Fraxinus,nigra
945,543.0,9,152,543,black ash,Fraxinus,nigra
946,543.0,11,9,543,black ash,Fraxinus,nigra
947,543.0,13,16,543,black ash,Fraxinus,nigra
948,543.0,15,4,543,black ash,Fraxinus,nigra
949,543.0,17,3466,543,black ash,Fraxinus,nigra
950,543.0,19,5,543,black ash,Fraxinus,nigra
951,543.0,21,4719,543,black ash,Fraxinus,nigra
952,543.0,25,323,543,black ash,Fraxinus,nigra
953,543.0,27,7,543,black ash,Fraxinus,nigra
954,543.0,29,1951,543,black ash,Fraxinus,nigra
955,543.0,31,1608,543,black ash,Fraxinus,nigra
956,543.0,35,1921,543,black ash,Fraxinus,nigra
957,543.0,37,2,543,black ash,Fraxinus,nigra
958,543.0,39,20,543,black ash,Fraxinus,nigra
959,543.0,41,172,543,black ash,Fraxinus,nigra
960,543.0,45,35,543,black ash,Fraxinus,nigra
961,543.0,49,95,543,black ash,Fraxinus,nigra
962,543.0,51,2,543,black ash,Fraxinus,nigra
963,543.0,53,34,543,black ash,Fraxinus,nigra
964,543.0,55,19,543,black ash,Fraxinus,nigra
965,543.0,57,566,543,black ash,Fraxinus,nigra
966,543.0,59,404,543,black ash,Fraxinus,nigra
967,543.0,61,11718,543,black ash,Fraxinus,nigra
968,543.0,65,1065,543,black ash,Fraxinus,nigra
969,543.0,67,12,543,black ash,Fraxinus,nigra
970,543.0,69,110,543,black ash,Fraxinus,nigra
971,543.0,71,12390,543,black ash,Fraxinus,nigra
972,543.0,75,3635,543,black ash,Fraxinus,nigra
973,543.0,77,1858,543,black ash,Fraxinus,nigra
974,543.0,79,3,543,black ash,Fraxinus,nigra
975,543.0,87,647,543,black ash,Fraxinus,nigra
976,543.0,89,320,543,black ash,Fraxinus,nigra
977,543.0,95,1792,543,black ash,Fraxinus,nigra
978,543.0,97,684,543,black ash,Fraxinus,nigra
979,543.0,103,2,543,black ash,Fraxinus,nigra
980,543.0,107,46,543,black ash,Fraxinus,nigra
981,543.0,109,32,543,black ash,Fraxinus,nigra
982,543.0,111,875,543,black ash,Fraxinus,nigra
983,543.0,113,25,543,black ash,Fraxinus,nigra
984,543.0,115,2412,543,black ash,Fraxinus,nigra
985,543.0,119,153,543,black ash,Fraxinus,nigra
986,543.0,121,21,543,black ash,Fraxinus,nigra
987,543.0,125,1,543,black ash,Fraxinus,nigra
988,543.0,127,3,543,black ash,Fraxinus,nigra
989,543.0,131,12,543,black ash,Fraxinus,nigra
990,543.0,135,1098,543,black ash,Fraxinus,nigra
991,543.0,137,13505,543,black ash,Fraxinus,nigra
992,543.0,139,4,543,black ash,Fraxinus,nigra
993,543.0,141,15,543,black ash,Fraxinus,nigra
994,543.0,143,19,543,black ash,Fraxinus,nigra
995,543.0,145,376,543,black ash,Fraxinus,nigra
996,543.0,149,18,543,black ash,Fraxinus,nigra
997,543.0,151,2,543,black ash,Fraxinus,nigra
998,543.0,153,550,543,black ash,Fraxinus,nigra
999,543.0,157,46,543,black ash,Fraxinus,nigra
1000,543.0,159,276,543,black ash,Fraxinus,nigra
1001,543.0,161,6,543,black ash,Fraxinus,nigra
1002,543.0,163,27,543,black ash,Fraxinus,nigra
